session,driver_number,driver,lap_number,stint,compound,tyre_age,lap_time_s,fuel_est_kg,te_index,min_gap_s,traffic_flag,air_temp,track_temp,e_deploy_lap_mj,e_harvest_lap_mj,soc_min_lap_mj,n_empty_battery_clips,n_superclips,empty_clip_duration_s,superclip_duration_s,lift_coast_duration_s,fuel_in_stint_kg,is_representative
R,1,NOR,14.0,1.0,MEDIUM,14.0,95.09,76.6,5.645446897643238,inf,0,25.0,43.7,6.772835991129956,4.410026968677167,0.919809639053529,12,0,36.5,0.0,17.0,-23.400000000000002,1
R,1,NOR,15.0,1.0,MEDIUM,15.0,95.14,74.8,5.720311776607412,inf,0,24.9,43.7,6.779031475951381,4.416507569077774,1.0504549066319555,12,0,38.499999999999986,0.0,16.400000000000002,-25.2,1
R,1,NOR,17.0,1.0,MEDIUM,17.0,95.716,71.2,5.84354441703136,inf,0,25.0,42.6,6.613711479094192,4.245287818107745,0.5697499530442117,13,0,35.89999999999999,0.0,17.0,-28.8,1
R,1,NOR,18.0,1.0,MEDIUM,18.0,94.741,69.4,5.8944028342648505,inf,0,25.0,42.6,6.69444059424057,4.068502770561345,0.3801384066636531,10,0,38.49999999999999,0.0,16.1,-30.6,1
R,1,NOR,19.0,1.0,MEDIUM,19.0,94.581,67.6,5.940171252720432,inf,0,25.5,41.4,6.43681274137324,4.091513190420766,0.9538303148032258,12,0,33.500000000000014,0.0,16.5,-32.4,1
R,1,NOR,20.0,1.0,MEDIUM,20.0,94.722,65.8,5.991464547107982,inf,0,25.3,40.8,7.119168314911484,3.5858912872992073,0.0007691361902374147,11,0,39.600000000000016,0.0,16.3,-34.2,1
R,1,NOR,21.0,1.0,MEDIUM,21.0,94.58,64.0,6.035481432524756,inf,0,26.0,40.8,7.2191055370237525,3.694771582287676,0.018048562238590478,13,0,31.699999999999985,0.0,15.5,-36.0,1
R,1,NOR,22.0,1.0,MEDIUM,22.0,105.666,62.199999999999996,6.077642243349034,inf,1,25.5,41.6,5.141045396855111,3.433472720080763,1.2477366968953802,10,0,25.200000000000014,0.0,21.1,-37.800000000000004,0
R,1,NOR,23.0,1.0,MEDIUM,23.0,94.73,60.4,6.113682179832232,inf,0,25.6,41.5,7.2057738734777,3.802703520975168,0.020799213194508132,10,0,39.9,0.0,15.4,-39.6,1
R,1,NOR,24.0,1.0,MEDIUM,24.0,94.882,58.6,6.152732694704104,inf,0,25.3,41.3,7.253046483541312,3.7967812224107096,0.016746313591473723,15,0,38.40000000000002,0.0,15.100000000000001,-41.4,1
R,1,NOR,25.0,1.0,MEDIUM,25.0,94.519,56.8,6.186208623900494,inf,0,26.0,41.3,7.140720949953067,3.7599944481196905,0.016290743018345256,14,0,37.800000000000004,0.0,16.1,-43.2,1
R,1,NOR,26.0,1.0,MEDIUM,26.0,94.724,55.0,6.226536669287466,inf,0,25.6,39.3,7.309030348433894,3.96365078421496,0.11652632572788593,11,0,31.699999999999992,0.0,16.900000000000002,-45.0,1
R,1,NOR,27.0,1.0,MEDIUM,27.0,94.525,53.199999999999996,6.26530121273771,inf,0,25.2,39.3,7.409025001765782,3.902634964351795,0.03966177868942052,12,0,34.100000000000016,0.0,15.8,-46.800000000000004,1
R,1,NOR,30.0,2.0,HARD,1.0,92.901,47.8,6.371611847231857,inf,0,25.0,37.5,5.918490875227895,4.06432153665714,0.9910304451461577,13,0,34.099999999999994,0.0,15.9,0.0,1
R,1,NOR,31.0,2.0,HARD,2.0,93.454,46.0,6.405228458030842,inf,0,25.0,38.8,7.129562577162276,3.8270655965607627,0.05818789888367027,12,0,35.60000000000001,0.0,16.8,-1.8,1
R,1,NOR,32.0,2.0,HARD,3.0,93.196,44.199999999999996,6.437751649736401,inf,0,25.0,37.7,7.4631480314426035,4.002714411990021,0.12644767034588464,11,0,33.10000000000001,0.0,16.3,-3.6,1
R,1,NOR,33.0,2.0,HARD,4.0,93.33,42.4,6.470799503782602,inf,0,25.8,37.7,7.331915631005727,3.761002865788246,0.01400433534235718,13,0,34.80000000000002,0.0,15.600000000000001,-5.4,1
R,1,NOR,34.0,2.0,HARD,5.0,93.468,40.6,6.501289670540389,inf,0,25.6,38.3,7.179329959947831,3.817595354437304,0.04226887023986921,12,0,32.699999999999974,0.0,16.6,-7.2,1
R,1,NOR,35.0,2.0,HARD,6.0,93.532,38.8,6.52795791762255,inf,0,25.6,38.9,7.341525530975501,3.790165276670166,0.07084623953260438,12,0,33.099999999999994,0.0,16.2,-9.0,1
R,1,NOR,36.0,2.0,HARD,7.0,93.514,37.0,6.555356891810665,inf,0,25.4,38.9,7.484520532080238,3.935223485178275,0.025790056968498516,11,0,35.000000000000014,0.0,15.5,-10.8,1
R,1,NOR,37.0,2.0,HARD,8.0,93.913,35.2,6.583409222158765,inf,0,25.2,38.9,7.303161129847886,3.8226101541691153,0.02104735144144455,10,0,34.0,0.0,17.0,-12.6,1
R,1,NOR,40.0,3.0,MEDIUM,1.0,92.759,29.799999999999997,6.656726524178391,inf,0,25.3,38.4,7.372638188301539,3.760901475348676,0.00975548680943296,10,0,38.800000000000004,0.0,15.5,0.0,1
R,1,NOR,41.0,3.0,MEDIUM,2.0,93.022,28.0,6.682108597449809,inf,0,25.4,38.8,7.279836543640467,3.784619296615371,0.044338351559192406,11,0,34.40000000000002,0.0,16.7,-1.8,1
R,1,NOR,42.0,3.0,MEDIUM,3.0,93.302,26.200000000000003,6.706862336602747,inf,0,25.6,38.7,7.0192324341961765,4.050756967865201,0.3649096001220703,13,0,41.29999999999999,0.0,15.8,-3.6,1
R,1,NOR,43.0,3.0,MEDIUM,4.0,93.167,24.39999999999999,6.728628613084702,inf,0,25.4,39.0,7.268331119150094,4.048654034317112,0.26690996772938436,11,0,36.1,0.0,15.700000000000001,-5.4,1
R,1,NOR,44.0,3.0,MEDIUM,5.0,92.775,22.599999999999994,6.74993119378857,inf,0,25.4,38.7,7.216711518371618,3.763140584110281,0.03526646734094691,10,0,34.099999999999994,0.0,15.8,-7.2,1
R,1,NOR,45.0,3.0,MEDIUM,6.0,92.625,20.799999999999997,6.773080375655535,inf,0,25.4,38.2,7.223646514835509,3.73273060133615,0.05811989825381271,10,0,33.40000000000001,0.0,15.9,-9.0,1
R,1,NOR,46.0,3.0,MEDIUM,7.0,93.028,19.0,6.795705775173515,inf,0,25.6,38.7,7.336540617347637,3.9268048512435842,0.1303703973260307,11,0,34.50000000000001,0.0,15.9,-10.8,1
R,1,NOR,47.0,3.0,MEDIUM,8.0,98.834,17.200000000000003,6.816735880594968,inf,1,25.6,38.7,6.385395273586129,3.698899010572511,0.4310149296275744,8,0,29.400000000000016,0.0,22.1,-12.6,1
R,1,NOR,50.0,4.0,SOFT,1.0,144.647,11.799999999999997,6.834108738813838,inf,0,25.4,39.7,1.9273859830942621,4.21698122283046,3.2276140169057346,3,0,6.699999999999999,0.0,45.2,0.0,1
R,1,NOR,52.0,4.0,SOFT,3.0,142.749,8.200000000000003,6.866933284461882,inf,0,25.8,40.1,0.5775000000000001,2.3169964670592096,3.6324999999999985,1,0,0.39999999999999714,0.0,42.6,-3.6,1
R,10,GAS,1.0,1.0,MEDIUM,1.0,105.047,100.0,2.4849066497880004,inf,1,24.4,40.6,5.577038337536082,3.1399984487429657,1.1129004528099984,9,0,24.599999999999994,0.0,18.400000000000002,0.0,0
R,10,GAS,2.0,1.0,MEDIUM,2.0,97.382,98.2,3.4965075614664802,inf,0,24.6,42.2,6.055458574449405,3.4971030764319195,0.7816465543704629,16,0,31.500000000000004,0.0,19.400000000000002,-1.8,1
R,10,GAS,3.0,1.0,MEDIUM,3.0,96.022,96.4,3.9512437185814275,inf,0,24.6,42.3,6.890641515558373,3.410121768405568,0.09036096615963254,14,0,36.900000000000006,0.0,17.0,-3.6,1
R,10,GAS,4.0,1.0,MEDIUM,4.0,96.294,94.6,4.290459441148391,inf,0,24.5,41.7,6.6712747744813665,3.1675353546513536,0.009817163972031008,11,0,34.9,0.0,16.1,-5.4,1
R,10,GAS,5.0,1.0,MEDIUM,5.0,97.169,92.8,4.553876891600541,inf,0,24.5,42.6,6.974903874095792,4.105376479621012,0.712991376651126,13,0,35.200000000000024,0.0,18.900000000000002,-7.2,1
R,10,GAS,6.0,1.0,MEDIUM,6.0,96.336,91.0,4.7535901911063645,inf,0,24.5,42.3,6.255230696941316,3.6919179555016957,1.0249339039046375,12,0,34.60000000000002,0.0,17.400000000000002,-9.0,1
R,10,GAS,7.0,1.0,MEDIUM,7.0,97.056,89.2,4.927253685157205,inf,0,24.8,42.3,7.052905209879866,3.4132595396727194,0.137816783430557,11,0,36.30000000000002,0.0,17.6,-10.8,1
R,10,GAS,8.0,1.0,MEDIUM,8.0,97.256,87.4,5.075173815233827,inf,0,25.0,42.4,7.039365003052868,3.6111725112235766,0.07298974013302878,13,0,36.0,0.0,15.100000000000001,-12.6,1
R,10,GAS,9.0,1.0,MEDIUM,9.0,96.887,85.6,5.198497031265826,inf,0,25.3,41.5,6.895780495046843,3.1309977427688924,0.00014370026456395649,13,0,29.399999999999984,0.0,15.4,-14.4,1
R,10,GAS,10.0,1.0,MEDIUM,10.0,96.162,83.8,5.308267697401205,inf,0,25.2,42.4,6.722367830824959,2.919009469252292,0.0009422153298624512,15,0,34.700000000000024,0.0,15.700000000000001,-16.2,1
R,10,GAS,11.0,1.0,MEDIUM,11.0,96.225,82.0,5.402677381872279,inf,0,25.2,42.4,6.62822929866151,2.955905117897502,0.00025827783599579067,15,0,34.20000000000001,0.0,15.0,-18.0,1
R,10,GAS,12.0,1.0,MEDIUM,12.0,96.165,80.2,5.497168225293202,inf,0,24.9,42.4,6.472629642500335,2.892798347576393,0.0018414364586229403,13,0,35.299999999999976,0.0,14.8,-19.8,1
R,10,GAS,13.0,1.0,MEDIUM,13.0,96.45,78.4,5.583496308781699,inf,0,25.0,42.4,6.621130156766674,2.9711092063142046,0.0011401424476848803,12,0,40.2,0.0,15.4,-21.6,1
R,10,GAS,14.0,1.0,MEDIUM,14.0,96.146,76.6,5.662960480135946,inf,0,25.0,43.8,6.579184212372201,2.944418478061075,0.001195944239659237,14,0,38.00000000000003,0.0,15.0,-23.400000000000002,1
R,10,GAS,15.0,1.0,MEDIUM,15.0,95.989,74.8,5.733341276897746,inf,0,24.9,43.7,6.654913595792495,3.074658399933593,0.006127173162176619,15,0,39.199999999999996,0.0,14.700000000000001,-25.2,1
R,10,GAS,16.0,1.0,MEDIUM,16.0,96.296,73.0,5.796057750765372,inf,0,25.0,42.9,6.615857893441605,2.9974233969917528,0.005888576773829561,13,0,35.59999999999998,0.0,15.5,-27.0,1
R,10,GAS,17.0,1.0,MEDIUM,17.0,96.175,71.2,5.855071922202427,inf,0,24.9,42.6,6.487976120670906,2.8555967667401996,0.0009891533341076356,13,0,34.79999999999999,0.0,14.5,-28.8,1
R,10,GAS,19.0,1.0,MEDIUM,19.0,95.953,67.6,5.953243334287785,inf,0,25.3,41.5,6.735810247513083,3.0016750249393898,0.0016665607446305847,10,0,35.89999999999999,0.0,15.9,-32.4,1
R,10,GAS,20.0,1.0,MEDIUM,20.0,95.675,65.8,6.003887067106539,inf,0,25.3,40.8,6.560200229136497,2.9961391939424233,0.004245650834189835,12,0,35.5,0.0,14.0,-34.2,1
R,10,GAS,21.0,1.0,MEDIUM,21.0,99.978,64.0,6.052089168924417,inf,1,26.0,40.8,6.273901138098699,2.9985130120163164,0.001094225958237081,13,0,35.60000000000001,0.0,16.2,-36.0,1
R,10,GAS,22.0,1.0,MEDIUM,22.0,101.621,62.199999999999996,6.093569770045136,inf,1,25.5,41.5,6.373198554799669,2.9296167737739633,0.00012493073901825082,13,0,24.699999999999992,0.0,18.1,-37.800000000000004,1
R,10,GAS,25.0,2.0,HARD,1.0,94.576,56.8,6.210600077024653,inf,0,25.4,39.3,6.410806469150398,3.131423480459897,0.4062000262168658,11,0,34.1,0.0,15.5,0.0,1
R,10,GAS,26.0,2.0,HARD,2.0,95.614,55.0,6.248042874508429,inf,0,25.2,39.3,6.529941050181924,3.4204466097199204,0.5000131464491767,13,0,36.30000000000002,0.0,15.3,-1.8,1
R,10,GAS,27.0,2.0,HARD,3.0,94.731,53.199999999999996,6.284134161070802,inf,0,25.1,39.3,6.504388178679329,3.035862940532242,0.2089965407650448,13,0,35.50000000000001,0.0,15.0,-3.6,1
R,10,GAS,28.0,2.0,HARD,4.0,94.618,51.4,6.317164686747284,inf,0,24.8,38.4,6.669858663622493,2.988550943339602,0.004263834181756769,13,0,37.79999999999999,0.0,13.600000000000001,-5.4,1
R,10,GAS,29.0,2.0,HARD,5.0,94.437,49.6,6.35088571671474,inf,0,24.9,38.1,6.7120111053209595,3.0686497259195864,0.0037938082028928163,14,0,36.1,0.0,14.600000000000001,-7.2,1
R,10,GAS,30.0,2.0,HARD,6.0,94.619,47.8,6.385194398997726,inf,0,25.4,37.5,6.665635438903303,3.001522004380891,0.0056190951777885054,16,0,34.59999999999999,0.0,14.5,-9.0,1
R,10,GAS,31.0,2.0,HARD,7.0,94.721,46.0,6.418364935936212,inf,0,25.0,38.8,6.632631924539172,3.0753293340191763,0.008211754532769408,12,0,36.80000000000001,0.0,13.9,-10.8,1
R,10,GAS,32.0,2.0,HARD,8.0,95.063,44.199999999999996,6.452048954437226,inf,0,25.2,37.7,6.568063207067666,2.9264564958927615,0.00400305098856738,13,0,38.199999999999996,0.0,14.4,-12.6,1
R,10,GAS,33.0,2.0,HARD,9.0,94.963,42.4,6.486160788944089,inf,0,25.6,38.3,6.673482741292082,3.0701031578723033,0.024492288000706575,14,0,37.5,0.0,14.5,-14.4,1
R,10,GAS,34.0,2.0,HARD,10.0,94.996,40.6,6.51471269087253,inf,0,25.5,38.3,6.671059730142826,3.0470370073818445,0.029739568017195184,14,0,35.90000000000001,0.0,14.100000000000001,-16.2,1
R,10,GAS,35.0,2.0,HARD,11.0,95.558,38.8,6.541029999189903,inf,0,25.5,38.9,6.492365865078622,3.1812842344115184,0.26870351388589153,12,0,29.300000000000004,0.0,15.100000000000001,-18.0,1
R,10,GAS,36.0,2.0,HARD,12.0,94.937,37.0,6.569481420414296,inf,0,25.4,38.9,6.477368270599185,2.8354526357815324,0.002672814409360148,13,0,37.99999999999998,0.0,14.9,-19.8,1
R,10,GAS,37.0,2.0,HARD,13.0,94.861,35.2,6.594413459749778,inf,0,25.3,38.9,6.665380682174035,3.0463317007416317,0.028232887986463045,12,0,37.70000000000002,0.0,14.0,-21.6,1
R,10,GAS,38.0,2.0,HARD,14.0,117.887,33.39999999999999,6.616065185132817,inf,1,25.4,38.9,2.654077809264582,2.4819146484542753,2.7980997444533604,5,0,7.999999999999999,0.0,26.700000000000003,-23.400000000000002,0
R,10,GAS,39.0,2.0,HARD,15.0,94.522,31.599999999999994,6.639875833826536,inf,0,25.3,38.8,6.6968505203785345,3.005332434356811,0.0006670517463565754,12,0,31.500000000000007,0.0,12.8,-25.2,1
R,10,GAS,40.0,2.0,HARD,16.0,94.455,29.799999999999997,6.666956792429207,inf,0,25.4,38.4,6.661491853187647,2.974678603481563,0.02393509908456622,13,0,37.300000000000004,0.0,14.200000000000001,-27.0,1
R,10,GAS,41.0,2.0,HARD,17.0,94.312,28.0,6.692083742506628,inf,0,25.6,38.7,6.747681644042149,3.1151562037493097,0.0632619283518282,13,0,37.699999999999996,0.0,14.3,-28.8,1
R,10,GAS,42.0,2.0,HARD,18.0,94.303,26.200000000000003,6.715383386334681,inf,0,25.4,38.7,6.6447942945248215,3.0105793547763273,0.12712554924084332,14,0,34.00000000000003,0.0,14.0,-30.6,1
R,10,GAS,43.0,2.0,HARD,19.0,94.387,24.39999999999999,6.738152494595957,inf,0,25.6,38.7,6.827601256840042,3.162717115898036,0.10179323347527944,14,0,37.00000000000001,0.0,15.0,-32.4,1
R,10,GAS,44.0,2.0,HARD,20.0,94.179,22.599999999999994,6.759255270663693,inf,0,25.4,38.7,6.855246563925679,3.131856234147787,0.06488077560540913,16,0,34.699999999999996,0.0,13.100000000000001,-34.2,1
R,10,GAS,45.0,2.0,HARD,21.0,94.51,20.799999999999997,6.78332520060396,inf,0,25.4,38.7,6.45047109616795,3.1354932457535334,0.26434256065625195,13,0,37.2,0.0,13.0,-36.0,1
R,10,GAS,46.0,2.0,HARD,22.0,95.978,19.0,6.806829360392176,inf,1,25.6,38.7,5.576995073087213,2.939707873333308,0.8004116210845951,15,0,30.70000000000004,0.0,17.900000000000002,-37.800000000000004,1
R,10,GAS,47.0,2.0,HARD,23.0,116.905,17.200000000000003,6.818924065275521,inf,1,25.6,39.3,4.555950549471597,3.8367104851383598,1.8369864418177664,9,0,14.299999999999997,0.0,25.1,-39.6,0
R,10,GAS,50.0,3.0,SOFT,1.0,103.339,11.799999999999997,6.84587987526405,inf,0,25.4,39.7,5.886105720448709,2.7295331690135,3.4033006540613406e-05,9,0,34.8,0.0,20.1,0.0,1
R,10,GAS,52.0,3.0,SOFT,3.0,139.58,8.200000000000003,6.874198495453294,inf,1,25.8,40.1,0.9625000000000001,1.2398703210898376,3.4049999999999976,2,0,1.7000000000000144,0.0,33.6,-3.6,0
R,11,PER,1.0,1.0,MEDIUM,1.0,106.587,100.0,2.833213344056216,inf,1,24.4,40.6,6.091370260606707,6.924723377561595,1.3503811208547645,11,0,28.799999999999997,0.0,21.5,0.0,0
R,11,PER,2.0,1.0,MEDIUM,2.0,97.781,98.2,3.5553480614894135,inf,0,24.4,42.3,6.668365916011695,5.8251334879990235,1.4142285413475795,14,1,25.800000000000008,7.500000000000005,18.8,-1.8,1
R,11,PER,3.0,1.0,MEDIUM,3.0,96.934,96.4,4.007333185232471,inf,0,24.6,42.3,7.001199874227176,5.431677235971219,0.8715380225243275,12,0,32.800000000000004,0.0,20.200000000000003,-3.6,1
R,11,PER,4.0,1.0,MEDIUM,4.0,97.232,94.6,4.330733340286331,inf,0,24.5,41.7,7.65378792086373,5.206092184793626,0.04971104769753971,12,0,36.19999999999998,0.0,15.9,-5.4,1
R,11,PER,5.0,1.0,MEDIUM,5.0,97.229,92.8,4.584967478670572,inf,0,24.5,42.6,8.051120071262364,5.487508657718763,0.116641315430833,14,0,39.10000000000001,0.0,17.3,-7.2,1
R,11,PER,6.0,1.0,MEDIUM,6.0,96.94,91.0,4.787491742782046,inf,0,24.5,42.3,7.7001215890404655,5.284957864784606,0.1484823124918175,13,0,33.60000000000001,0.0,17.0,-9.0,1
R,11,PER,7.0,1.0,MEDIUM,7.0,97.311,89.2,4.955827057601261,inf,0,24.8,42.3,7.806482711243768,5.411645363464897,0.21480706725228838,11,0,36.6,0.0,14.600000000000001,-10.8,1
R,11,PER,8.0,1.0,MEDIUM,8.0,97.54,87.4,5.093750200806762,inf,0,25.0,42.4,7.87235272584397,5.304245941086661,0.007736843816713409,11,0,38.40000000000006,0.0,16.400000000000002,-12.6,1
R,11,PER,9.0,1.0,MEDIUM,9.0,97.662,85.6,5.220355825078325,inf,0,25.3,41.5,7.822402829689993,5.408306871508262,0.27213593729334656,15,0,35.70000000000002,0.0,17.7,-14.4,1
R,11,PER,10.0,1.0,MEDIUM,10.0,97.773,83.8,5.327876168789581,inf,0,25.2,42.4,8.050230588686185,5.266531726563203,0.012689555027385316,9,0,39.500000000000014,0.0,17.2,-16.2,1
R,11,PER,11.0,1.0,MEDIUM,11.0,97.545,82.0,5.420534999272286,inf,0,25.2,42.4,8.26995681488307,5.457900472744512,0.0239485884456299,17,0,36.499999999999964,0.0,17.6,-18.0,1
R,11,PER,12.0,1.0,MEDIUM,12.0,97.825,80.2,5.517452896464707,inf,0,24.9,42.4,7.473763808017985,5.7511397819936265,0.9336024388007046,10,1,25.299999999999986,8.699999999999994,19.3,-19.8,1
R,11,PER,13.0,1.0,MEDIUM,13.0,97.294,78.4,5.602118820879701,inf,0,25.0,42.4,7.649009909204105,5.7700787189346245,0.4702552870879785,15,0,35.09999999999999,0.0,18.6,-21.6,1
R,11,PER,14.0,1.0,MEDIUM,14.0,97.156,76.6,5.680172609017068,inf,0,25.0,43.8,7.630413070757005,5.550641029185249,0.574937629882934,11,0,35.800000000000004,0.0,16.6,-23.400000000000002,1
R,11,PER,15.0,1.0,MEDIUM,15.0,96.975,74.8,5.749392985908253,inf,0,24.8,42.9,7.640011538719518,5.394544519893593,0.5766476370732605,14,0,35.70000000000001,0.0,17.8,-25.2,1
R,11,PER,16.0,1.0,MEDIUM,16.0,97.265,73.0,5.8111409929767,inf,0,25.0,42.9,8.192265552230847,5.232917184756811,0.1231901338089294,10,0,35.70000000000002,0.0,18.3,-27.0,1
R,11,PER,17.0,1.0,MEDIUM,17.0,96.947,71.2,5.863631175598097,inf,0,24.9,42.6,8.250643037276362,5.52800657946867,0.05762899842180373,11,0,36.099999999999994,0.0,18.6,-28.8,1
R,11,PER,18.0,1.0,MEDIUM,18.0,97.577,69.4,5.91350300563827,inf,0,25.0,42.6,7.804872908715943,5.305183811510657,0.10448864099580617,14,0,34.100000000000016,0.0,19.0,-30.6,1
R,11,PER,19.0,1.0,MEDIUM,19.0,97.094,67.6,5.963579343618446,inf,0,25.3,41.5,7.943543785611776,5.310008783094851,0.10314719622103694,11,0,35.900000000000006,0.0,17.6,-32.4,1
R,11,PER,20.0,1.0,MEDIUM,20.0,96.721,65.8,6.0112671744041615,inf,0,25.5,40.8,7.962692891978211,5.480235137969752,0.07319806549897323,12,0,36.40000000000003,0.0,16.7,-34.2,1
R,11,PER,23.0,2.0,HARD,1.0,97.496,60.4,6.1463292576688975,inf,0,25.3,41.3,6.263323650156588,5.262366443263293,1.012347028507427,12,0,30.200000000000014,0.0,19.8,0.0,1
R,11,PER,24.0,2.0,HARD,2.0,97.186,58.6,6.182084906716632,inf,0,26.0,41.3,6.611648417895964,5.462821261350235,0.7906741432209472,13,1,22.900000000000006,4.500000000000005,19.0,-1.8,1
R,11,PER,25.0,2.0,HARD,3.0,95.826,56.8,6.220590170099739,inf,0,25.4,39.3,7.380936345358547,5.8256968895689365,1.0490767754962598,11,0,39.599999999999994,0.0,17.8,-3.6,1
R,11,PER,26.0,2.0,HARD,4.0,95.661,55.0,6.257667587882639,inf,0,25.2,39.3,8.079193616967009,5.400193497517842,0.04224928356932096,11,0,40.0,0.0,17.5,-5.4,1
R,11,PER,27.0,2.0,HARD,5.0,96.824,53.199999999999996,6.297109319933935,inf,0,25.1,39.3,7.997812600308816,5.285251501525492,0.0009523427499867681,10,0,40.60000000000001,0.0,18.1,-7.2,1
R,11,PER,28.0,2.0,HARD,6.0,96.534,51.4,6.327936783729195,inf,0,24.8,38.4,6.721008632633861,5.8584557030177455,0.9887741562176687,10,0,33.6,0.0,20.700000000000003,-9.0,1
R,11,PER,29.0,2.0,HARD,7.0,97.003,49.6,6.363028103540465,inf,0,25.0,37.5,7.451155534238409,4.995246332622903,0.38313820159538575,7,0,33.89999999999999,0.0,20.700000000000003,-10.8,1
R,11,PER,30.0,2.0,HARD,8.0,96.389,47.8,6.396929655216146,inf,0,25.4,37.5,7.5258038778800564,5.985722973870134,0.7842142522530134,11,0,37.70000000000001,0.0,17.8,-12.6,1
R,11,PER,31.0,2.0,HARD,9.0,96.666,46.0,6.431331081933479,inf,0,25.0,37.7,7.514549598879345,5.500502454171611,0.47789143856985544,11,0,34.00000000000001,0.0,19.5,-14.4,1
R,11,PER,32.0,2.0,HARD,10.0,96.292,44.199999999999996,6.464588303689961,inf,0,25.8,37.7,7.239859487289978,5.660165928450085,0.847052154466218,9,0,36.89999999999999,0.0,16.6,-16.2,1
R,11,PER,33.0,2.0,HARD,11.0,96.403,42.4,6.498282149476434,inf,0,25.6,38.3,7.487114987865263,5.564674546345415,0.6187301267335263,14,0,33.9,0.0,15.9,-18.0,1
R,11,PER,34.0,2.0,HARD,12.0,98.576,40.6,6.52649485957079,inf,1,25.6,38.9,7.520039568088096,5.576642546090886,0.46651291829546165,12,0,36.20000000000001,0.0,18.5,-19.8,1
R,11,PER,35.0,2.0,HARD,13.0,96.497,38.8,6.553933404025811,inf,0,25.5,38.9,7.201238234946293,5.572644917962395,0.946920871272296,11,0,35.50000000000002,0.0,18.6,-21.6,1
R,11,PER,36.0,2.0,HARD,14.0,96.457,37.0,6.582025138892826,inf,0,25.2,38.9,7.832361122262305,5.588487219084147,0.6626645788616696,9,0,39.4,0.0,14.600000000000001,-23.400000000000002,1
R,11,PER,37.0,2.0,HARD,15.0,103.49,35.2,6.606650186198215,inf,1,25.4,38.9,6.734045004596604,5.636841007693732,0.8275147409333524,10,0,31.500000000000004,0.0,23.900000000000002,-25.2,1
R,11,PER,38.0,2.0,HARD,16.0,110.614,33.39999999999999,6.6293632534374485,inf,1,25.4,38.9,4.500819672598361,4.21652959789353,1.6430540960631403,8,0,20.7,0.0,20.0,-27.0,0
R,11,PER,39.0,2.0,HARD,17.0,96.798,31.599999999999994,6.654152520183219,inf,0,25.3,38.4,7.246370360753783,5.6994160378047365,1.1217258828706842,12,0,33.60000000000001,0.0,17.1,-28.8,1
R,11,PER,40.0,2.0,HARD,18.0,97.296,29.799999999999997,6.680854678790215,inf,0,25.4,38.8,6.866562401277797,4.72442730674344,0.7324256087155259,13,0,36.09999999999999,0.0,19.700000000000003,-30.6,1
R,11,PER,41.0,2.0,HARD,19.0,95.713,28.0,6.705639094860003,inf,0,25.6,38.7,7.941338355057777,5.363976954207663,0.5468272781422349,10,0,39.199999999999996,0.0,16.8,-32.4,1
R,11,PER,42.0,2.0,HARD,20.0,98.281,26.200000000000003,6.729824070489475,inf,1,25.4,39.0,6.492399815683644,5.231411514682777,1.4987918667491846,8,0,31.00000000000001,0.0,18.0,-34.2,1
R,11,PER,43.0,2.0,HARD,21.0,95.557,24.39999999999999,6.75110146893676,inf,0,25.4,38.7,7.601920512592145,5.579499596054758,0.6902147800739691,11,0,35.800000000000004,0.0,15.200000000000001,-36.0,1
R,11,PER,44.0,2.0,HARD,22.0,95.52,22.599999999999994,6.774223886357614,inf,0,25.4,38.2,7.993311515097678,5.157020456662199,0.08898670044007152,12,0,38.2,0.0,16.6,-37.800000000000004,1
R,11,PER,45.0,2.0,HARD,23.0,96.872,20.799999999999997,6.79794041297493,inf,0,25.6,38.7,7.5749076697938955,4.819427028536475,0.06140155371762562,9,0,33.500000000000036,0.0,18.7,-39.6,1
R,11,PER,48.0,3.0,SOFT,1.0,120.247,15.399999999999991,6.825460036255307,inf,1,25.7,39.5,3.9049765993938585,5.733173513459295,2.983227151824287,8,0,17.599999999999987,0.0,27.900000000000002,0.0,0
R,11,PER,49.0,3.0,SOFT,2.0,136.502,13.599999999999994,6.838405200847344,inf,1,25.4,39.7,3.583603297397036,6.625214469383199,2.2139613289724522,5,0,14.69999999999999,0.0,45.400000000000006,-1.8,0
R,11,PER,50.0,3.0,SOFT,3.0,108.807,11.799999999999997,6.853299093186078,inf,0,25.5,39.3,3.5165636222529812,4.348300818032703,2.2837364870228907,9,0,17.700000000000024,0.0,23.900000000000002,-3.6,1
R,11,PER,51.0,3.0,SOFT,4.0,98.756,10.0,6.86171134048073,inf,0,25.8,40.1,5.438265917502658,4.489334437962082,1.2976203713037822,9,0,23.199999999999992,0.0,24.5,-5.4,1
R,11,PER,52.0,3.0,SOFT,5.0,105.229,8.200000000000003,6.881411303642535,inf,0,25.8,40.1,4.498237435134252,4.981940502127698,2.4234754751036025,9,0,20.60000000000002,0.0,24.1,-7.2,1
R,12,ANT,1.0,1.0,MEDIUM,1.0,97.447,100.0,1.0986122886681096,inf,1,24.4,40.6,6.730544681991539,4.63461430077626,1.0873493954364173,18,0,36.90000000000002,0.0,13.0,0.0,1
R,12,ANT,2.0,1.0,MEDIUM,2.0,94.414,98.2,3.1354942159291497,inf,0,24.6,42.2,6.0348626928537,4.680688959288349,1.5206157039890549,12,0,31.6,0.0,16.1,-1.8,1
